Realm,Area,Mob,Item,Slot,Type,Spell,Level,Damage,Timer,Fumble,Accuracy,Defense,Sigil,SigilLvl,Weight,Notes
,,,silver initiate dagger,weapon,thrust 1h,,1,small,2500,never,normal,,,,3,
Chaos,Darikor Forest,leaping toad,staff of the treant,weapon,direct crush 2h,pebble,3,small,,sometimes,normal,,earth,1,9,
Chaos,Darikor Forest,silver fox,staff of the treant,weapon,direct crush 2h,pebble,3,small,,,normal,,earth,1,9,
Evil,Tamia Local,twisted stump,staff of the treant,weapon,direct crush 2h,pebble,3,small,,,normal,,earth,1,9,
Good,Forests of Shalifi's Demise,bullfrog,staff of the treant,weapon,direct crush 2h,pebble,3,small,,sometimes,normal,,earth,1,9,
Chaos,Class,Gnoll,shearling soled sneaker's sandals,feet,leather,dexterity.i,5,,,,,,,,6,
Chaos,Class,Goblin,fur lined squirrel skin forge gloves,hands,leather,dexterity.i,5,,,,,,,,6,
Chaos,Class,Kenku,midnight purple beak cover,head,studded,wisdom.i,5,,,,,normal,,,9,
Chaos,Class,Lizardman,ancient's steel scaled legplates,legs,plate,dexterity.i,5,,,,,,,,19,
Chaos,Class,Ogre,ogrefire scorched stone,jewel,,intelligence.i,5,,,,,,,,1,
Chaos,Class,Troll,bracelets of steelbound elf femurs,hands,plate,dexterity.i,5,,,,,,,,14,
Chaos,Fields of Mo'Serat,Mo'Serat gatherer,staff of frost,weapon,direct crush 2h,frost.staff,5,small,,,normal,,cold,1,8,
Chaos,Fields of Mo'Serat,Mo'Serat gatherer,large bloody club,weapon,crush 2h,,5,good,,,normal,,,,14,
Chaos,Fields of Mo'Serat,Mo'Serat Hunter,superior short bow,weapon,fired 2h,,5,,,,,,,,15,
Chaos,Fields of Mo'Serat,Mo'Serat Soothsayer,frost mace,weapon,offhand crush 1h,,5,small,,,normal,,cold,1,4,
Chaos,Fields of Mo'Serat,young zebra,pitch-black ranseur,weapon,thrust 2h,,5,,,,,,,,12,
Chaos,Motapa Hills,green snake,twisted sequoia branch,weapon,crush 2h,,5,good,,sometimes,worse,,,,15,
Chaos,Plains of Hevak,exiled goblin lunatic,runewood oaken staff,weapon,parry staff,,5,small,3500,sometimes,normal,normal,,,18,
Chaos,Plains of Hevak,kobold anarchist,sharpened ceremonial axe,weapon,slash 1h,,5,good,,,,,,,7,
Chaos,Plains of Hevak,kobold anarchist,superior sword,weapon,slash 1h,,5,small,,,normal,,,,5,
Chaos,Plains of Hevak,kobold rebel leader,frost mace,weapon,offhand crush 1h,,5,small,,,normal,,cold,1,4,
Chaos,Plains of Hevak,kobold rebel leader,bent fey mace,weapon,direct crush 1h,nature.blast.crush,5,small,,rarely,,,,,3,
Chaos,Plains of Hevak,large dog,golden battleaxe,weapon,slash 2h,,5,good,350,sometimes,normal,,,,12,
Chaos,Plains of Hevak,screech owl,burning sword,weapon,slash 1h,,5,small,,,normal,,,,5,
Chaos,Plains of Hevak,screech owl,sharpened ceremonial axe,weapon,slash 1h,,5,good,,,,,,,7,
Chaos,Plains of Hevak,troll bandit,bandit's bow,weapon,fired 2h,,5,,,,,,,,10,
Chaos,Sea of Grass,wild warthog,dagger of the druid,weapon,thrust 1h,,5,small,,,normal,,,,3,
Chaos,Tenebrous Hollow,elven fisherman,tidal harpoon,weapon,direct thrust 2h,tidal.thrust.i,5,small,,sometimes,normal,,,,11,
Chaos,Tenebrous Hollow,elven fisherman,bloodied imperfect bastard sword,weapon,direct slash 1h,blood.burst.slash,5,small,,rarely,normal,,,,5,
Chaos,Tenebrous Hollow,elven tracker,dirk of burning pitch,weapon,direct thrust 1h,pitch.burn.thrust,5,small,,rarely,normal,,,,3,
Chaos,Tenebrous Hollow,green water nymph,tidal short bow,weapon,fired 2h,,5,good,3600,sometimes,normal,,water,1,13,
Chaos,Tenebrous Hollow,lily of the valley,warped jo staff,weapon,parry staff,,5,,,,,,,,18,
Chaos,Tenebrous Hollow,lily of the valley,wand of lesser ice,weapon,direct crush 1h,ice.blast.crush,5,small,,rarely,normal,,cold,1,3,
Chaos,Tenebrous Hollow,toxic constrictor snake,red hot dagger,weapon,thrust 1h,,5,small,,,normal,,fire,1,4,
Chaos,Tenebrous Hollow,valley sprite,sprite's finger,weapon,claw,,5,small,2500,never,normal,,water,0,3,
Evil,Class,Coven,dark crimson flowing satin cape,cloak,leather,intelligence.i,5,,,,,,,,4,
Evil,Class,Demon,Medal of Fallen Fire,jewel,,intelligence.i,5,,,,,,,,1,
Evil,Class,Imp,cloak of the darkest night,cloak,leather,sneak.enhance.i,5,,,,,much worse,,,4,
Evil,Class,Necromancer,bloodstone pentagram pendant,jewel,,intellgence.i,5,,,,,,,,1,
Evil,Class,Sin,dull black crystal breastpin,jewel,,intelligence.i,5,,,,,,,,1,
Evil,Class,Skeleton,badly battered horned helm,head,plate,strength.i,5,,,,,worse,,,14,
Evil,Class,Vampire,garnet ring with a twisted black gold band,jewel,,dexterity.i,5,,,,,,,,1,
Evil,Class,Werewolf,ring of blackened moon rock,jewel,,combat.i,5,,,,,,,,1,
Evil,Class,Xionakis,worn set of flame kissed leather boots,feet,leather,dexterity.i,5,,,,,much worse,,,6,
Evil,Class,Zombie,decomposing flat top greathelm,head,plate,strength.i,5,,,,,much better,,,14,
Evil,Grasslands,bandit,orcish two-handed sword,weapon,slash 2h,,5,good,,sometimes,,,,,10,
Evil,Grasslands,bandit,sharpened ceremonial axe,weapon,offhand slash 1h,,5,good,,sometimes,,,,,7,
Evil,Grasslands,bandit,heavy steel blackjack,weapon,crush 1h,,5,,,,,,,,,
Evil,Grasslands,bandit leader,bandit's bow,weapon,fired 2h,,5,,,,,,,,10,
Evil,Grasslands,bandit leader,heavy blackjack,weapon,crush 1h,,5,good,,,worse,,,,7,
Evil,Grasslands,orc bandit,flail of burning pitch,weapon,direct crush 1h,pitch.burn.crush,5,small,,sometimes,normal,,,,3,
Evil,Greenmist Palisades,gaunt forager,large bloody club,weapon,crush 2h,,5,good,,sometimes,normal,,,,14,
Evil,Greenmist Palisades,ragged guard,dagger of the druid,weapon,thrust 1h,,5,,,,,,,,3,
Evil,Rowangroves,dancing ruby light,burning sword,weapon,slash 1h,,5,small,,,normal,,,,5,
Evil,Rowangroves,pixie guard,tidal short bow,weapon,fired 2h,,5,good,3600,sometimes,normal,,water,1,13,
Evil,Rowangroves,pixie mage,burning sword,weapon,slash 1h,,5,small,,,normal,,,,5,
Evil,Rowangroves,pixie mage,staff of frost,weapon,direct crush 2h,frost.staff,5,small,,,normal,,cold,1,8,
Evil,Rowangroves,,blade of lesser torment,weapon,direct slash 1h,minor.agony.slash,5,small,2900,rarely,normal,,,,5,
Evil,Tamia Local,grim citizen,burnished ironwood staff,weapon,direct crush 2h,burst.of.flame,5,small,,,normal,,,,10,
Evil,Tamia Local,grim citizen,large bloody club,weapon,crush 2h,,5,good,,,normal,,,,14,
Evil,Tamia Local,tattered deserter,bloodied imperfect morning star,weapon,direct crush 1h,blood.burst.crush,5,small,,sometimes,normal,,,,5,
Evil,Village of Reilyn,Tamian mage,runewood oaken staff,weapon,parry staff,,5,small,3500,sometimes,normal,normal,,,18,
Evil,Village of Reilyn,Tamian mage,stiletto of lesser flame,weapon,direct thrust 1h,call.flame.thrust,5,small,2600,rarely,normal,,fire,1,3,
Evil,Village of Reilyn,Tamian pickpocket,red hot dagger,weapon,thrust 1h,,5,small,,,normal,,fire,1,4,
Evil,Village of Reilyn,Tamian pickpocket,runewood oaken staff,weapon,parry staff,,5,small,3500,sometimes,normal,normal,,,18,
Evil,Village of Reilyn,Tamian pickpocket,fragmented icy bayonet,weapon,direct thrust 1h,call.frost.thrust,5,small,,rarely,normal,,,,3,
Evil,Village of Reilyn,Tamian pickpocket,fenced emberstone claw,weapon,claw,,5,small,2700,never,better,,fire,0,4,
Evil,Village of Reilyn,tired farmer,runewood oaken staff,weapon,parry staff,,5,small,3500,sometimes,normal,normal,,,18,
Evil,Village of Reilyn,Vestan cleric,warped jo staff,weapon,parry staff,,5,,,,,,,,18,
Evil,,,greatsword of fire,weapon,direct slash 2h,flashing.flames.i,5,small,3400,sometimes,normal,,fire,1,11,
Good,Azure Rainforest,large snapping turtle,tidal short bow,weapon,fired 2h,,5,good,3600,sometimes,normal,,water,1,13,
Good,Azure Rainforest,large snapping turtle,azure staff,weapon,direct crush 2h,enveloping.mist,5,small,,sometimes,normal,,,,8,
Good,Azure Rainforest,rhinoceros,red hot dagger,weapon,thrust 1h,,5,amazing,,,normal,,fire,1,4,
Good,Azure Rainforest,rhinoceros,switchblade of lesser torment,weapon,direct thrust 1h,minor.agony.thrust,5,small,,rarely,normal,,,,3,
Good,Carendel Nobles Graveyard,caretaker's wife,pitch-black ranseur,weapon,thrust 2h,,5,,,,,,,,12,
Good,Carendel Nobles Graveyard,caretaker's wife,dagger of the druid,weapon,offhand thrust 1h,,5,small,,sometimes,normal,,,,3,
Good,Carendel Nobles Graveyard,caretaker's wife,runewood oaken staff,weapon,crush 2h,,5,small,,sometimes,normal,,,,12,
Good,Carendel Nobles Graveyard,deranged caretaker,superior short bow,weapon,fired 2h,,5,,,,,,,,15,
Good,Carendel Nobles Graveyard,graverobber,mud-caked knuckles,weapon,claw,,5,small,,never,better,,earth,1,5,
Good,Carendel Nobles Graveyard,grieving imp widow,golden battleaxe,weapon,slash 2h,,5,good,3500,sometimes,normal,,,,12,
Good,Carendel Nobles Graveyard,grieving imp widow,burning sword,weapon,offhand slash 1h,,5,small,,sometimes,normal,,,,5,
Good,Carendel Nobles Graveyard,grieving imp widow,bent fey shard,weapon,direct thrust 1h,nature.shock.thrust,5,small,,,,,,,3,
Good,Carendel Nobles Graveyard,grieving zombie widower,dagger of the druid,weapon,thrust 1h,,5,small,,sometimes,normal,,,,3,
Good,Carendel Nobles Graveyard,wriggling maggot,fragmented icy scimitar,weapon,direct slash 1h,call.frost.slash,5,small,,rarely,normal,,,,5,
Good,Class,Bard,velvet gold rimmed floppy muffin hat,head,studded,wisdom.i,5,,,,,better,,,9,
Good,Class,Craftsman,steel lined blacksmithing gloves,hands,plate,strength.i,5,,,,,better,,,14,
Good,Class,Craftsman,reinforced leather blacksmithing gloves,hands,leather,strength.i,5,,,,,much worse,,,6,
Good,Class,Monk,grasshopper embroidered white silk robe,body,cloth,evade.enhance.i,5,,,,,normal,,,8,
Good,Class,Paladin,holy knight's pledge pin,jewel,,strength.i,5,,,,,,,,1,
Good,Class,Priest,twisted rope bracelet of servitude,jewel,,intelligence.i,5,,,,,,,,1,
Good,Class,Ranger,steel plated cape of living moss,cloak,plate,dexterity.i,5,,,,,better,,,11,
Good,Class,Ranger,stitched leather cape of living moss,cloak,leather,dexterity.i,5,,,,,much worse,,,4,
Good,Class,Rogue,set of plated fingerless half gloves,hands,plate,dexterity.i,5,,,,,,,,14,
Good,Class,Rogue,set of leather fingerless half gloves,hands,leather,dexterity.i,5,,,,,much worse,,,6,
Good,Class,Wizard,cape depicting the changing seasons,cloak,cloth,intelligence.i,5,,,,,much worse,,,2,
Good,Forests of Shalifi's Demise,forest bandit,superior sword,weapon,offhand slash 1h,,5,small,,rarely,normal,,,,5,
Good,Forests of Shalifi's Demise,forest bandit,fragmented icy club,weapon,direct crush 1h,call.frost.crush,5,small,,rarely,normal,,,,3,
Good,Forests of Shalifi's Demise,highwayman,tidal harpoon,weapon,direct thrust 2h,tidal.thrust.i,5,small,,sometimes,normal,,,,11,
Good,Forests of Shalifi's Demise,,superior sword,weapon,slash 1h,,5,small,,,normal,,,,5,
Good,Forests of Shalifi's Demise - Shaft,forest elf refugee,wand of lesser flame,weapon,crush 1h,,5,small,,,normal,,fire,1,3,
Good,Grazzt's Refuge,filthy troll beggar,frost mace,weapon,offhand crush 1h,,5,small,,,normal,,cold,1,4,
Good,Grazzt's Refuge,hulking ogre ruffian,oversized claymore,weapon,slash 2h,,5,good,,sometimes,worse,,,,13,
Good,Grazzt's Refuge,kobold thief,oversized claymore,weapon,slash 2h,,5,good,,,worse,,,,13,
Good,Remorse Mountains,metacorn,metacorn horn,weapon,thrust 1h,,5,,,,,,lightning,1,6,
Good,Remorse Mountains,mountain goblin,large bloody club,weapon,crush 2h,,5,good,,,normal,,,,14,
Good,Wildwood,giant mink,sharpened ceremonial axe,weapon,offhand slash 1h,,5,small,,sometimes,normal,,,,7,
Good,Wildwood,giant screech owl,heavy blackjack,weapon,crush 1h,,5,good,,sometimes,worse,,,,7,
Good,Wildwood,great screech owl,sharpened ceremonial axe,weapon,offhand slash 1h,,5,small,,sometimes,normal,,,,7,
Good,,,wickedly sharpened branch,weapon,thrust 2h,,5,,,,,,,,,
Chaos,Abrishamkar Mountains,burly birdman,defiant warlock's staff,weapon,parry staff,,10,,,,,,,,18,
Chaos,Abrishamkar Mountains,mountain nomad,hunter's bow,weapon,fired 2h,,10,good,,sometimes,,,,,9,
Chaos,Abrishamkar Mountains,silver eagle,lesser staff of lightning,weapon,direct crush 2h,shock.ball,10,small,3000,sometimes,normal,,lightning,1,8,
Chaos,Class,Gnoll,lurker's cloak of woven grass,cloak,leather,wisdom.i,10,,,,,,,,4,
Chaos,Class,Goblin,mended pants of fleeing,legs,leather,evade.enhance.i,10,,,,,much worse,,,10,
Chaos,Class,Kenku,featherless wings of studded leather,cloak,studded,evade.enhance.i,10,,,,,normal,,,7,
Chaos,Class,Kobold,stolen pair of mud crusted boots,feet,leather,,10,,,,,,,,6,
Chaos,Class,Kobold,skull and crossbone coin on a string,jewel,,vitalize.i,10,,,,,,,,1,
Chaos,Class,Lizardman,pair of hardened reef sharkskin boots,feet,plate,tough.skin.i,10,,,,,better,,,14,
Chaos,Class,Ogre,red gloves of internal flame,hands,cloth,direct.enhance.i,10,,,,,much worse,,,4,
Chaos,Class,Orc,torn and tied animal skin waistwrap,legs,leather,dexterity.i,10,,,,,much worse,,,10,
Chaos,Class,Troll,set of mended chitinplate shinguards,legs,plate,regenerate.i,10,,,,,much worse,,,19,
Chaos,Enchanted Woods of Acornak,blood owl,sin cutlass,weapon,offhand slash 1h,,10,small,2700,rarely,normal,,,,4,
Chaos,Enchanted Woods of Acornak,blood owl,slag hammer,weapon,crush 2h,,10,very good,,,normal,,,,13,
Chaos,Enchanted Woods of Acornak,blood owl,talon of the nocturnal,weapon,claw,,10,small,2500,never,normal,,pain,1,3,
Chaos,Enchanted Woods of Acornak,firefly,slag hammer,weapon,crush 2h,,10,very good,,,normal,,,,13,
Chaos,Enchanted Woods of Acornak,forest faerie,willow staff,weapon,parry staff,,10,,,,,,,,18,
Chaos,Enchanted Woods of Acornak,forest lizard,superior hunting bow,weapon,fired 2h,,10,good,3800,sometimes,normal,,,,14,
Chaos,Enchanted Woods of Acornak,forest lizard,slag hammer,weapon,crush 2h,,10,very good,,,normal,,,,13,
Chaos,Enchanted Woods of Acornak,greenwood faerie,feather tufted staff,weapon,parry staff,,10,small,,,normal,better,,,18,
Chaos,Enchanted Woods of Acornak,greenwood faerie,archivist's staff,weapon,direct crush 2h,black.jewel,10,small,,sometimes,normal,,,,7,
Chaos,Enchanted Woods of Acornak,greenwood faerie,slag hammer,weapon,crush 2h,,10,very good,,,normal,,,,13,
Chaos,Enchanted Woods of Acornak,hyena,superior hunting bow,weapon,fired 2h,,10,good,3800,sometimes,normal,,,,14,
Chaos,Enchanted Woods of Acornak,night-elf,flaming tomahawk,weapon,offhand slash 1h,,10,small,,rarely,normal,,fire,1,4,
Chaos,Enchanted Woods of Acornak,night-elf,superior hunting bow,weapon,fired 2h,,10,good,3800,sometimes,normal,,,,14,
Chaos,Enchanted Woods of Acornak,river reaper,two-handed war mattock,weapon,crush 2h,,10,very good,,,normal,,,,15,
Chaos,Motapa Hills,master hunter,hunter's bow,weapon,fired 2h,,10,good,,sometimes,,,,,9,
Chaos,Sea of Grass,earth wisp,earth-forged blade,weapon,offhand slash 1h,,10,small,,,normal,,earth,1,3,
Chaos,Sea of Grass,earth wisp,heavy ebon hammer,weapon,crush 2h,,10,good,,sometimes,normal,,,,15,
Chaos,Sea of Grass,enraged water spirit,double-bladed liquid spear,weapon,offhand thrust 2h,,10,good,,sometimes,,,water,1,13,
Chaos,Sea of Grass,enraged water spirit,bubbling claymore,weapon,direct slash 2h,bubble.slash.i,10,small,,sometimes,normal,,,,13,
Chaos,Sea of Grass,enraged water spirit,blue gemmed stiletto,weapon,direct slash 1h,douse.body.thrust,10,small,,rarely,,,,,3,
Chaos,Sea of Grass,giant ant-lion,skull hatchet,weapon,slash 1h,,10,,,,,,,,5,
Chaos,Sea of Grass,giant ant-lion,blackened struck branch,weapon,direct crush 2h,charged.arc.crush,10,small,,rarely,,,,,3,
Chaos,Sea of Grass,grey bull,heavy war axe,weapon,slash 2h,,10,good,,sometimes,normal,,,,15,
Chaos,Sea of Grass,grey bull,lesser staff of lightning,weapon,direct crush 2h,shock.ball,10,small,3000,sometimes,normal,,lightning,1,8,
Chaos,Sea of Grass,speckled warthog,lesser staff of lightning,weapon,direct crush 2h,shock.ball,10,small,3000,sometimes,normal,,lightning,1,8,
Chaos,Sea of Grass,traveling bard,superior two-handed sword,weapon,slash 2h,,10,good,,,normal,,,,12,
Chaos,Sea of Grass,traveling bard,lesser staff of lightning,weapon,direct crush 2h,shock.ball,10,small,3000,sometimes,normal,,lightning,1,8,
Chaos,Sea of Grass,wealthy merchant,blessed mace,weapon,offhand crush 1h,,10,,,,,,,,5,
Chaos,Sea of Grass,wealthy merchant,jet black flail,weapon,direct crush 1h,body.torment.crush,10,small,,rarely,normal,,,,3,
Chaos,Sea of Grass,white deer,blood-stained dagger,weapon,thrust 1h,,10,small,,,better,,,,,
Chaos,Tenebrous Hollow,black deer,skull hatchet,weapon,slash 1h,,10,,,,,,,,5,
Chaos,Wretched Forest,damondred,bloody impaling harpoon,weapon,thrust 2h,,10,good,,sometimes,worse,,,,10,
Chaos,Wretched Forest,guardian knight,guardian's halberd of ice,weapon,direct thrust 2h,ice.spike.i,10,small,,sometimes,normal,,cold,1,10,
Chaos,Wretched Forest,mite,blue dagger,weapon,thrust 1h,,10,small,,,normal,,,,2,
Chaos,Wretched Forest,mudder,bloody impaling harpoon,weapon,thrust 2h,,10,good,,sometimes,worse,,,,10,
Chaos,Wretched Forest,ogran,pocketknife of sparks,weapon,direct thrust 1h,voltaic.zap.thrust,10,small,,rarely,normal,,shock,1,3,
Event,Christmas 2019 and 2020,tiny gingerbread assassin,icing trimmed gingerbread cloak,cloak,cloth,regenerate.i,10,,,,,much worse,,,2,
Evil,Bluffs of Zden,small shadow,blood-stained dagger,weapon,thrust 1h,,10,small,,,better,,,,2,
Evil,Bluffs of Zden,small wraith,wickedly edged axe,weapon,slash 2h,,10,good,3600,sometimes,normal,,,,13,
Evil,Bluffs of Zden,small wraith,wraithbone spear,weapon,direct thrust 2h,mental.intrusion.i,10,small,3200,sometimes,normal,,,,10,
Evil,Bluffs of Zden,small wraith,two-handed bone mace,weapon,crush 2h,,10,good,3700,sometimes,normal,,,,13,
Evil,Bluffs of Zden,small wraith,wraith's footsteps,feet,cloth,,10,,,,,,,,4,
Evil,Class,Coven,bat shaped black iron pin,jewel,,direct.enhance.i,10,,,,,,,,1,
Evil,Class,Demon,tattered cloth sheet,cloak,leather,evade.enhance.i,10,,,,,normal,,,4,
Evil,Class,Imp,soot covered pair of dancer's boots,feet,leather,dexterity.i,10,,,,,much worse,,,6,
Evil,Class,Necromancer,black velvet cloak of dark powers,cloak,cloth,direct.enhance.i,10,,,,,much worse,,,2,
Evil,Class,Sin,faded greying cloth hood,head,cloth,constitution.i,10,,,,,,,,4,
Evil,Class,Skeleton,forgotten battleworn plate armor,body,plate,evade.enhance.i,10,,,,,,,,23,
Evil,Class,Vampire,nightmist leggings of shadowdancing,legs,leather,evade.enhance.i,10,,,,,much better,,,11,
Evil,Class,Werewolf,tattered knee length pantaloons,legs,cloth,dexterity.i,10,,,,,normal,,,6,
Evil,Class,Xionakis,study set of burnt leather legwraps,legs,leather,constitution.i,10,,,,,much worse,,,11,
Evil,Class,Zombie,pair of rust covered warboots,legs,plate,tough.skin.i,10,,,,,better,,,19,
Evil,Grasslands,mantis,giant mantis arm,weapon,slash 2h,,10,good,,sometimes,normal,,earth,1,13,
Evil,Hive,dung beetle,blue dagger,weapon,thrust 1h,,10,small,,,normal,,,,2,
Evil,Hive,dung beetle,slime-covered staff,weapon,parry staff,,10,,,,,,,,18,
Evil,Hive,hook worm,slime-covered staff,weapon,parry staff,,10,,,,,,,,18,
Evil,Hive,hook worm,blackened struck switchblade,weapon,direct thrust 1h,charged.arc.thrust,10,small,,rarely,,,,,3,
Evil,Hive,hook worm,bladed carapace gauntlets,weapon,claw,,10,small,,never,better,,earth,0,3,
Evil,Hive,massive mud beetle,blue dagger,weapon,thrust 1h,,10,small,,,normal,,,,2,
Evil,Hive,massive mud beetle,slime-covered staff,weapon,parry staff,,10,,,,,,,,18,
Evil,Hive,ravenous larva,slime-covered staff,weapon,parry staff,,10,small,3500,sometimes,,normal,,,18,
Evil,Hive,velvet worm,amber-tipped staff,weapon,direct crush 2h,dart.of.flame.,10,small,,sometimes,,,,,9,
Evil,Rowangroves,cascade nymph,trident of the grove,weapon,thrust 2h,,10,good,,sometimes,normal,,,,12,
Evil,Rowangroves,cascade nymph,superior hand crossbow,weapon,fired 2h,,10,good,,sometimes,normal,,,,10,
Evil,Rowangroves,cascade nymph,blue gemmed morning star,weapon,direct crush 1h,douse.body.crush,10,small,,rarely,normal,,,,10,
Evil,Rowangroves,spriggan guard,spriggan axe,weapon,offhand slash 1h,,10,small,,,normal,,,,4,
Evil,Rowangroves,whipping willow,willow staff,weapon,parry staff,,10,small,,,normal,better,,,18,
Evil,Spider Caves,large rat,wand of woven branches,weapon,direct crush 1h,earth.tendril.crush,10,small,,rarely,normal,,,,5,
Evil,Spider Caves,scared explorer,Tamian longbow,weapon,fired 2h,,10,good,,never,,,,,15,
Evil,Valley of Zden,bandit archer,superior hunting bow,weapon,fired 2h,,10,good,3800,sometimes,normal,,,,14,
Evil,Valley of Zden,bandit lieutenant,sin cutlass,weapon,offhand slash 1h,,10,small,2700,rarely,normal,,,,4,
Evil,Valley of Zden,bandit mage,feather tufted staff,weapon,parry staff,,10,small,3500,sometimes,normal,normal,,,18,
Evil,Valley of Zden,bandit mage,mud encrusted dagger,weapon,direct thrust 1h,erupt.rock.thrust,10,small,2500,rarely,normal,,,,3,
Evil,Valley of Zden,bandit marauder,sin cutlass,weapon,offhand slash 1h,,10,small,,rarely,normal,,,,4,
Evil,Valley of Zden,bandit marauder,charged spiked blackjack,weapon,offhand crush 1h,,10,good,,sometimes,normal,,,,7,
Evil,Valley of Zden,bandit marauder,archivist's staff,weapon,direct crush 2h,black.jewel,10,small,,,normal,,,,7,
